Position,Classification_Code,Starting step,Coalition,Current monthly pay,2024 monthly pay,2025 monthly pay,2024 monthly difference (2024-current),2025 monthly difference (2025 - current),Total increase over the contract,Annual pay at current monthly pay,Annual pay at monthly pay at end of contract
Procurement And Contract Assistant,435,5,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Procurement And Contract Assistant,435,6,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Procurement And Contract Assistant,435,7,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Procurement And Contract Assistant,435,8,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Procurement And Contract Assistant,435,9,Strikeable,5019,5598,5964,579,945,13879,60228,71568
Procurement And Contract Assistant,435,10,Strikeable,5256,5598,5964,342,708,14464,63072,71568
Program Analyst 1,860,1,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Program Analyst 1,860,2,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Program Analyst 1,860,3,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Program Analyst 1,860,4,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Program Analyst 1,860,5,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Program Analyst 1,860,6,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Program Analyst 1,860,7,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Program Analyst 1,860,8,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Program Analyst 1,860,9,Strikeable,6051,6763,7206,712,1155,16424,72612,86472
Program Analyst 1,860,10,Strikeable,6350,6763,7206,413,856,17162,76200,86472
Program Analyst 2,861,1,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Program Analyst 2,861,2,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Program Analyst 2,861,3,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Program Analyst 2,861,4,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Program Analyst 2,861,5,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Program Analyst 2,861,6,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Program Analyst 2,861,7,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Program Analyst 2,861,8,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
Program Analyst 2,861,9,Strikeable,7327,8177,8713,850,1386,19571,87924,104556
Program Analyst 2,861,10,Strikeable,7678,8177,8713,499,1035,20437,92136,104556
Program Analyst 3,863,1,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Program Analyst 3,863,2,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Program Analyst 3,863,3,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Program Analyst 3,863,4,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Program Analyst 3,863,5,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Program Analyst 3,863,6,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
Program Analyst 3,863,7,Strikeable,7327,8177,9143,850,1816,19571,87924,109716
Program Analyst 3,863,8,Strikeable,7678,8581,9589,903,1911,20437,92136,115068
Program Analyst 3,863,9,Strikeable,8057,8999,9589,942,1532,21372,96684,115068
Program Analyst 3,863,10,Strikeable,8450,8999,9589,549,1139,22341,101400,115068
Program Analyst 4,863,1,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Program Analyst 4,863,2,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Program Analyst 4,863,3,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Program Analyst 4,863,4,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
Program Analyst 4,863,5,Strikeable,7327,8177,9143,850,1816,19571,87924,109716
Program Analyst 4,863,6,Strikeable,7678,8581,9589,903,1911,20437,92136,115068
Program Analyst 4,863,7,Strikeable,8057,8999,10065,942,2008,21372,96684,120780
Program Analyst 4,863,8,Strikeable,8450,9447,10545,997,2095,22341,101400,126540
Program Analyst 4,863,9,Strikeable,8870,9897,10545,1027,1675,23377,106440,126540
Program Analyst 4,863,10,Strikeable,9293,9897,10545,604,1252,24420,111516,126540
Project Manager 1,854,1,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Project Manager 1,854,2,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Project Manager 1,854,3,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Project Manager 1,854,4,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Project Manager 1,854,5,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Project Manager 1,854,6,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Project Manager 1,854,7,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Project Manager 1,854,8,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
Project Manager 1,854,9,Strikeable,7327,8177,8713,850,1386,19571,87924,104556
Project Manager 1,854,10,Strikeable,7678,8177,8713,499,1035,20437,92136,104556
Project Manager 2,855,1,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Project Manager 2,855,2,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Project Manager 2,855,3,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Project Manager 2,855,4,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Project Manager 2,855,5,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
Project Manager 2,855,6,Strikeable,7327,8177,9143,850,1816,19571,87924,109716
Project Manager 2,855,7,Strikeable,7678,8581,9589,903,1911,20437,92136,115068
Project Manager 2,855,8,Strikeable,8057,8999,10065,942,2008,21372,96684,120780
Project Manager 2,855,9,Strikeable,8450,9447,10065,997,1615,22341,101400,120780
Project Manager 2,855,10,Strikeable,8870,9447,10065,577,1195,23377,106440,120780
Project Manager 3,856,1,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Project Manager 3,856,2,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Project Manager 3,856,3,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
Project Manager 3,856,4,Strikeable,7327,8177,9143,850,1816,19571,87924,109716
Project Manager 3,856,5,Strikeable,7678,8581,9589,903,1911,20437,92136,115068
Project Manager 3,856,6,Strikeable,8057,8999,10065,942,2008,21372,96684,120780
Project Manager 3,856,7,Strikeable,8450,9447,10545,997,2095,22341,101400,126540
Project Manager 3,856,8,Strikeable,8870,9897,11065,1027,2195,23377,106440,132780
Project Manager 3,856,9,Strikeable,9293,10385,11065,1092,1772,24420,111516,132780
Project Manager 3,856,10,Strikeable,9751,10385,11065,634,1314,25550,117012,132780
Psychiatric Social Worker,6730,1,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Psychiatric Social Worker,6730,2,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Psychiatric Social Worker,6730,3,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Psychiatric Social Worker,6730,4,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Psychiatric Social Worker,6730,5,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Psychiatric Social Worker,6730,6,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
Psychiatric Social Worker,6730,7,Strikeable,7327,8177,9143,850,1816,19571,87924,109716
Psychiatric Social Worker,6730,8,Strikeable,7678,8581,9589,903,1911,20437,92136,115068
Psychiatric Social Worker,6730,9,Strikeable,8057,8999,9589,942,1532,21372,96684,115068
Psychiatric Social Worker,6730,10,Strikeable,8450,8999,9589,549,1139,22341,101400,115068
Public Affairs Specialist 1,864,1,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Public Affairs Specialist 1,864,2,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Public Affairs Specialist 1,864,3,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Public Affairs Specialist 1,864,4,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Public Affairs Specialist 1,864,5,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Public Affairs Specialist 1,864,6,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Public Affairs Specialist 1,864,7,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Public Affairs Specialist 1,864,8,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Public Affairs Specialist 1,864,9,Strikeable,6664,7436,7923,772,1259,17936,79968,95076
Public Affairs Specialist 1,864,10,Strikeable,6982,7436,7923,454,941,18721,83784,95076
Public Affairs Specialist 2,865,1,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Public Affairs Specialist 2,865,2,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Public Affairs Specialist 2,865,3,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Public Affairs Specialist 2,865,4,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Public Affairs Specialist 2,865,5,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Public Affairs Specialist 2,865,6,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
Public Affairs Specialist 2,865,7,Strikeable,7327,8177,9143,850,1816,19571,87924,109716
Public Affairs Specialist 2,865,8,Strikeable,7678,8581,9589,903,1911,20437,92136,115068
Public Affairs Specialist 2,865,9,Strikeable,8057,8999,9589,942,1532,21372,96684,115068
Public Affairs Specialist 2,865,10,Strikeable,8450,8999,9589,549,1139,22341,101400,115068
Public Affairs Specialist 3,866,1,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Public Affairs Specialist 3,866,2,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Public Affairs Specialist 3,866,3,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Public Affairs Specialist 3,866,4,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
Public Affairs Specialist 3,866,5,Strikeable,7327,8177,9143,850,1816,19571,87924,109716
Public Affairs Specialist 3,866,6,Strikeable,7678,8581,9589,903,1911,20437,92136,115068
Public Affairs Specialist 3,866,7,Strikeable,8057,8999,10065,942,2008,21372,96684,120780
Public Affairs Specialist 3,866,8,Strikeable,8450,9447,10545,997,2095,22341,101400,126540
Public Affairs Specialist 3,866,9,Strikeable,8870,9897,10545,1027,1675,23377,106440,126540
Public Affairs Specialist 3,866,10,Strikeable,9293,9897,10545,604,1252,24420,111516,126540
Public Health Educator 1,3337,1,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Public Health Educator 1,3337,2,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Public Health Educator 1,3337,3,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Public Health Educator 1,3337,4,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Public Health Educator 1,3337,5,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Public Health Educator 1,3337,6,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Public Health Educator 1,3337,7,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Public Health Educator 1,3337,8,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Public Health Educator 1,3337,9,Strikeable,6350,7097,7562,747,1212,17162,76200,90744
Public Health Educator 1,3337,10,Strikeable,6664,7097,7562,433,898,17936,79968,90744
Public Health Educator 2,3338,1,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Public Health Educator 2,3338,2,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Public Health Educator 2,3338,3,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Public Health Educator 2,3338,4,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Public Health Educator 2,3338,5,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Public Health Educator 2,3338,6,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Public Health Educator 2,3338,7,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Public Health Educator 2,3338,8,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Public Health Educator 2,3338,9,Strikeable,6982,7803,8314,821,1332,18721,83784,99768
Public Health Educator 2,3338,10,Strikeable,7327,7803,8314,476,987,19571,87924,99768
Public Health Nurse 2,6339,1,Strikeable,6756,7534,8409,778,1653,18163,81072,100908
Public Health Nurse 2,6339,2,Strikeable,7074,7892,8810,818,1736,18947,84888,105720
Public Health Nurse 2,6339,3,Strikeable,7410,8269,9226,859,1816,19776,88920,110712
Public Health Nurse 2,6339,4,Strikeable,7764,8658,9667,894,1903,20649,93168,116004
Public Health Nurse 2,6339,5,Strikeable,8130,9073,10172,943,2042,21552,97560,122064
Public Health Nurse 2,6339,6,Strikeable,8519,9547,10604,1028,2085,22511,102228,127248
Public Health Nurse 2,6339,7,Strikeable,8964,9952,11108,988,2144,23609,107568,133296
Public Health Nurse 2,6339,8,Strikeable,9345,10425,11636,1080,2291,24549,112140,139632
Public Health Nurse 2,6339,9,Strikeable,9789,10921,11636,1132,1847,25644,117468,139632
Public Health Nurse 2,6339,10,Strikeable,10254,10921,11636,667,1382,26791,123048,139632
Public Health Toxicologist 1,3433,1,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Public Health Toxicologist 1,3433,2,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Public Health Toxicologist 1,3433,3,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Public Health Toxicologist 1,3433,4,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Public Health Toxicologist 1,3433,5,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Public Health Toxicologist 1,3433,6,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
Public Health Toxicologist 1,3433,7,Strikeable,7327,8177,9143,850,1816,19571,87924,109716
Public Health Toxicologist 1,3433,8,Strikeable,7678,8581,9589,903,1911,20437,92136,115068
Public Health Toxicologist 1,3433,9,Strikeable,8057,8999,9589,942,1532,21372,96684,115068
Public Health Toxicologist 1,3433,10,Strikeable,8450,8999,9589,549,1139,22341,101400,115068
Public Service Representative 2,333,1,Strikeable,0,,,,,1500,0,
Public Service Representative 2,333,2,Strikeable,0,,,,,1500,0,
Public Service Representative 2,333,3,Strikeable,3005,3427,3784,422,779,8912,36060,45408
Public Service Representative 2,333,4,Strikeable,3095,3427,3784,332,689,9134,37140,45408
Public Service Representative 2,333,5,Strikeable,3218,3552,3952,334,734,9437,38616,47424
Public Service Representative 2,333,6,Strikeable,3335,3709,4118,374,783,9726,40020,49416
Public Service Representative 2,333,7,Strikeable,3483,3865,4301,382,818,10091,41796,51612
Public Service Representative 2,333,8,Strikeable,3629,4036,4498,407,869,10451,43548,53976
Public Service Representative 2,333,9,Strikeable,3790,4222,4498,432,708,10848,45480,53976
Public Service Representative 2,333,10,Strikeable,3964,4222,4498,258,534,11277,47568,53976
Public Service Representative 3,333,1,Strikeable,3005,3427,3784,422,779,8912,36060,45408
Public Service Representative 3,333,2,Strikeable,3095,3427,3784,332,689,9134,37140,45408
Public Service Representative 3,333,3,Strikeable,3218,3552,3952,334,734,9437,38616,47424
Public Service Representative 3,333,4,Strikeable,3335,3709,4118,374,783,9726,40020,49416
Public Service Representative 3,333,5,Strikeable,3483,3865,4301,382,818,10091,41796,51612
Public Service Representative 3,333,6,Strikeable,3629,4036,4498,407,869,10451,43548,53976
Public Service Representative 3,333,7,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Public Service Representative 3,333,8,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Public Service Representative 3,333,9,Strikeable,4155,4639,4943,484,788,11748,49860,59316
Public Service Representative 3,333,10,Strikeable,4356,4639,4943,283,587,12244,52272,59316
Public Service Representative 4,334,1,Strikeable,3629,4222,4715,593,1086,10451,43548,56580
Public Service Representative 4,334,2,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Public Service Representative 4,334,3,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Public Service Representative 4,334,4,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Public Service Representative 4,334,5,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Public Service Representative 4,334,6,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Public Service Representative 4,334,7,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Public Service Representative 4,334,8,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Public Service Representative 4,334,9,Strikeable,5256,5861,6245,605,989,14464,63072,74940
Public Service Representative 4,334,10,Strikeable,5503,5861,6245,358,742,15073,66036,74940
Radiologic Technologist,6348,1,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Radiologic Technologist,6348,2,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Radiologic Technologist,6348,3,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Radiologic Technologist,6348,4,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Radiologic Technologist,6348,5,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Radiologic Technologist,6348,6,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Radiologic Technologist,6348,7,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Radiologic Technologist,6348,8,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Radiologic Technologist,6348,9,Strikeable,6664,7436,7923,772,1259,17936,79968,95076
Radiologic Technologist,6348,10,Strikeable,6982,7436,7923,454,941,18721,83784,95076
Rehabilitation Instructor For The Blind,3333,1,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Rehabilitation Instructor For The Blind,3333,2,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Rehabilitation Instructor For The Blind,3333,3,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Rehabilitation Instructor For The Blind,3333,4,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Rehabilitation Instructor For The Blind,3333,5,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Rehabilitation Instructor For The Blind,3333,6,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Rehabilitation Instructor For The Blind,3333,7,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Rehabilitation Instructor For The Blind,3333,8,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Rehabilitation Instructor For The Blind,3333,9,Strikeable,6051,6763,7206,712,1155,16424,72612,86472
Rehabilitation Instructor For The Blind,3333,10,Strikeable,6350,6763,7206,413,856,17162,76200,86472
Rehabilitation Instructor For The Blind (Entry),3333,1,Strikeable,3790,4425,4943,635,1153,10848,45480,59316
Rehabilitation Instructor For The Blind (Entry),3333,2,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Rehabilitation Instructor For The Blind (Entry),3333,3,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Rehabilitation Instructor For The Blind (Entry),3333,4,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Rehabilitation Instructor For The Blind (Entry),3333,5,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Rehabilitation Instructor For The Blind (Entry),3333,6,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Rehabilitation Instructor For The Blind (Entry),3333,7,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Rehabilitation Instructor For The Blind (Entry),3333,8,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Rehabilitation Instructor For The Blind (Entry),3333,9,Strikeable,5503,6146,6549,643,1046,15073,66036,78588
Rehabilitation Instructor For The Blind (Entry),3333,10,Strikeable,5771,6146,6549,375,778,15734,69252,78588
Rehabilitation Therapist,6531,1,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Rehabilitation Therapist,6531,2,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Rehabilitation Therapist,6531,3,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Rehabilitation Therapist,6531,4,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Rehabilitation Therapist,6531,5,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Rehabilitation Therapist,6531,6,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Rehabilitation Therapist,6531,7,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Rehabilitation Therapist,6531,8,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Rehabilitation Therapist,6531,9,Strikeable,6350,7097,7562,747,1212,17162,76200,90744
Rehabilitation Therapist,6531,10,Strikeable,6664,7097,7562,433,898,17936,79968,90744
Research Analyst 1,1115,1,Strikeable,3483,4036,4498,553,1015,10091,41796,53976
Research Analyst 1,1115,2,Strikeable,3629,4036,4498,407,869,10451,43548,53976
Research Analyst 1,1115,3,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Research Analyst 1,1115,4,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Research Analyst 1,1115,5,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Research Analyst 1,1115,6,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Research Analyst 1,1115,7,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Research Analyst 1,1115,8,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Research Analyst 1,1115,9,Strikeable,5019,5598,5964,579,945,13879,60228,71568
Research Analyst 1,1115,10,Strikeable,5256,5598,5964,342,708,14464,63072,71568
Research Analyst 2,1116,1,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Research Analyst 2,1116,2,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Research Analyst 2,1116,3,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Research Analyst 2,1116,4,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Research Analyst 2,1116,5,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Research Analyst 2,1116,6,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Research Analyst 2,1116,7,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Research Analyst 2,1116,8,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Research Analyst 2,1116,9,Strikeable,6051,6763,7206,712,1155,16424,72612,86472
Research Analyst 2,1116,10,Strikeable,6350,6763,7206,413,856,17162,76200,86472
Research Analyst 3,1117,1,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Research Analyst 3,1117,2,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Research Analyst 3,1117,3,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Research Analyst 3,1117,4,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Research Analyst 3,1117,5,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Research Analyst 3,1117,6,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Research Analyst 3,1117,7,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Research Analyst 3,1117,8,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Research Analyst 3,1117,9,Strikeable,6982,7803,8314,821,1332,18721,83784,99768
Research Analyst 3,1117,10,Strikeable,7327,7803,8314,476,987,19571,87924,99768
Research Analyst 4,1118,1,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Research Analyst 4,1118,2,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Research Analyst 4,1118,3,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Research Analyst 4,1118,4,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Research Analyst 4,1118,5,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
Research Analyst 4,1118,6,Strikeable,7327,8177,9143,850,1816,19571,87924,109716
Research Analyst 4,1118,7,Strikeable,7678,8581,9589,903,1911,20437,92136,115068
Research Analyst 4,1118,8,Strikeable,8057,8999,10065,942,2008,21372,96684,120780
Research Analyst 4,1118,9,Strikeable,8450,9447,10065,997,1615,22341,101400,120780
Research Analyst 4,1118,10,Strikeable,8870,9447,10065,577,1195,23377,106440,120780
Retirement Counselor 1,841,1,Strikeable,3629,4222,4715,593,1086,10451,43548,56580
Retirement Counselor 1,841,2,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Retirement Counselor 1,841,3,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Retirement Counselor 1,841,4,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Retirement Counselor 1,841,5,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Retirement Counselor 1,841,6,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Retirement Counselor 1,841,7,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Retirement Counselor 1,841,8,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Retirement Counselor 1,841,9,Strikeable,5256,5861,6245,605,989,14464,63072,74940
Retirement Counselor 1,841,10,Strikeable,5503,5861,6245,358,742,15073,66036,74940
Retirement Counselor 2,843,1,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Retirement Counselor 2,843,2,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Retirement Counselor 2,843,3,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Retirement Counselor 2,843,4,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Retirement Counselor 2,843,5,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Retirement Counselor 2,843,6,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Retirement Counselor 2,843,7,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Retirement Counselor 2,843,8,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Retirement Counselor 2,843,9,Strikeable,5771,6444,6866,673,1095,15734,69252,82392
Retirement Counselor 2,843,10,Strikeable,6051,6444,6866,393,815,16424,72612,82392
Revenue Agent 1,5110,1,Strikeable,3218,3709,4118,491,900,9437,38616,49416
Revenue Agent 1,5110,2,Strikeable,3335,3709,4118,374,783,9726,40020,49416
Revenue Agent 1,5110,3,Strikeable,3483,3865,4301,382,818,10091,41796,51612
Revenue Agent 1,5110,4,Strikeable,3629,4036,4498,407,869,10451,43548,53976
Revenue Agent 1,5110,5,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Revenue Agent 1,5110,6,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Revenue Agent 1,5110,7,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Revenue Agent 1,5110,8,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Revenue Agent 1,5110,9,Strikeable,4555,5086,5420,531,865,12735,54660,65040
Revenue Agent 1,5110,10,Strikeable,4776,5086,5420,310,644,13280,57312,65040
Revenue Agent 2,5111,1,Strikeable,3483,3865,4301,382,818,10091,41796,51612
Revenue Agent 2,5111,2,Strikeable,3629,4036,4498,407,869,10451,43548,53976
Revenue Agent 2,5111,3,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Revenue Agent 2,5111,4,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Revenue Agent 2,5111,5,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Revenue Agent 2,5111,6,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Revenue Agent 2,5111,7,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Revenue Agent 2,5111,8,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Revenue Agent 2,5111,9,Strikeable,5019,5598,5964,579,945,13879,60228,71568
Revenue Agent 2,5111,10,Strikeable,5256,5598,5964,342,708,14464,63072,71568
Revenue Agent 3,5113,1,Strikeable,3790,4425,4943,635,1153,10848,45480,59316
Revenue Agent 3,5113,2,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Revenue Agent 3,5113,3,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Revenue Agent 3,5113,4,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Revenue Agent 3,5113,5,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Revenue Agent 3,5113,6,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Revenue Agent 3,5113,7,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Revenue Agent 3,5113,8,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Revenue Agent 3,5113,9,Strikeable,5503,6146,6549,643,1046,15073,66036,78588
